text,label
What was the name of Roy Rogers 's dog ?,ENTY
What is the classic definition of tragic hero ?,DESC
"What cigarette company urged us , `` Come to where the flavor is ? ''",HUM
Where is the Virtual Desk Reference ?,LOC
How many flavors of ice cream does Howard Johnson 's have ?,NUM
How do boats float ?,DESC
What articles of clothing are tokens in Monopoly ?,ENTY
What are the words to `` My Way '' written by Paul Anka ?,DESC
What animals do you find in the stock market ?,ENTY
What kind of rocket launched the Surveyor spacecraft ?,ENTY
What are some important events of the 1830 's ?,ENTY
What is digitalis ?,DESC
What 's the No. 1 killer in industrialized countries ?,ENTY
What chapter of the Bible has the most verses ?,NUM
What African country was founded by freed American slaves in 1847 ?,LOC
Who played the title role in The Romantic Englishwoman ?,HUM
What nationality was Jackson Pollock ?,LOC
What is Spumante ?,DESC
How many degrees cooler is the inside of a cucumber than the air outside ?,NUM
"How do you say , `` I love you '' in other languages ?",ENTY
Who wrote `` The Pit and the Pendulum '' ?,HUM
What is the biblical meaning of ` stones ' ?,DESC
What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?,HUM
What is the term for the sum of all genetic material in a given organism ?,ENTY
What was Hitler 's favorite movie ?,ENTY
What is the celtic symbol for `` life '' ?,ENTY
What does `` Semper Fidelis '' mean ?,DESC
Who directed the first Woody Woodpecker cartoon ?,HUM
What hockey player did Ronald Reagan joke he would swap Texas for ?,HUM
Name the only extant trilogy of classical Greek plays .,ENTY
What bowl game began as an East-West contest between Michigan and Stanford in 192 ?,ENTY
What are amphibians ?,DESC
How old is the universe ?,NUM
What 's distinctive about a palmiped 's feet ?,DESC
What are the first ten amendements passed ?,ENTY
What are the largest breweries in the world ?,LOC
What function does a community 's water tower serve ?,DESC
What is a golf ball made of ?,ENTY
Who was Sherlock Holmes 's archenemy ?,HUM
"What is the name of the largest city in Chile , South America ?",LOC
What product on the market is good for hiding facial scars ?,ENTY
What Texas city got its name from the Spanish for `` yellow '' ?,LOC
What did the ancients call the four great elements ?,ENTY
"What is a fear of odors , body , ?",ENTY
Give a reason for American Indians oftentimes dropping out of school .,DESC
Which city in Canada is the least-populated ?,LOC
How many people watch network television ?,NUM
"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",DESC
What is predicted to topple over between 2010 and 2020 ?,ENTY
"When not adventuring on Rann , what does Adam Strange call his profession ?",HUM
What do peacocks mate with ?,ENTY
Who invented Make-up ?,HUM
Who created private detective Philip Marlowe ?,HUM
What room did W.C. Fields keep his library in ?,LOC
What 's the highest-ranking suit in bridge ?,ENTY
How does ultraviolet light damage the DNA of skin cells ?,DESC
When did the last Americans leave Vietnam ?,NUM
What field sport did dentist William Beers promote and write a standard book of rules for ?,ENTY
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,HUM
How many people was Randy Craft convicted of murdering ?,NUM
What is a pyrotechnic display ?,DESC
Why is Chicago named Chicago ?,DESC
In what medium is Stuart Hamblen considered to be the first singing cowboy ?,ENTY
What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?,HUM
What cigarette is `` a whole new world '' ?,ENTY
Who was Quetzalcoatl ?,HUM
How does one correctly pronounce ` qigong ' ?,DESC
Where can I find the history of the Taiwanese language ?,LOC
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,HUM
What is the real name of disc jockey `` Wolfman Jack '' ?,HUM
What were the achievements of Richard Nixon ?,ENTY
Why do movie and TV stars get paid so much ?,DESC
"What country covers 8 , 600 , 387 square miles ?",LOC
What country imposed the Berlin Blockade in 1948 ?,LOC
What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?,NUM
Which police department made the largest cocaine seizure ever in Ventura County ?,HUM
What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?,DESC
What are the top boy names in the U.S. ?,HUM
What is the current ticket fare from from Cairo to Barbados ?,NUM
What is the origin of thank you notes ?,DESC
What is the exchange rate for Australian to American money ?,NUM
"Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?",HUM
What constitutes an adult ?,ENTY
How many small businesses are there in the United States ?,NUM
What is the difference between the anus and the rectum ?,DESC
What is dew point ?,DESC
What are the languages spoken by the natives in Afghanistan ?,ENTY
Who claimed to be the world 's most perfectly-developed man ?,HUM
What is a Chinese `` spouting '' bowl ?,DESC
What cathedral was Thomas Becket murdered in ?,LOC
How many lakes are there on the Earth ?,NUM
How many cards are dealt to each player in Gin Rummy ?,NUM
Who is the leader of Brunei ?,HUM
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,HUM
What is Mikhail Gorbachev 's middle initial ?,ABBR
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,HUM
"What clause in the U.S. Constitution may not be changed , altered or amended ?",DESC
What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?,HUM
What are my legal rights in an automobile repossession in California ?,DESC
What is Nitrox diving ?,DESC
What does 7847+5943 equal ?,NUM
How do I start a bank ?,DESC
What was the name of the `` Little Rascals '' dog ?,ENTY
When did Mount St. Helens last erupt ?,NUM
Who invented the fountain ?,HUM
What football coach 's story was told in the movie Run to Daylight ?,HUM
What was the outcome of the 1945 Yalta Conference ?,DESC
What is the average salary of a paleontologist ?,NUM
How do I find a web address for a company ?,DESC
"What disease plagued Europe , Africa and Asia ?",ENTY
What is damage to business and government caused by bureaucracy ?,ENTY
When did the use of `` the syringe '' first appear in medicinal history ?,NUM
Who was the star of Leave It to Beaver ?,HUM
How can scientists predict weather by observing clouds ?,DESC
What is the nickname for the state of Mississippi ?,LOC
What Jules Verne novel features scientists held captive in the submarine Nautilus ?,ENTY
What is the average weight for a man ?,NUM
Why are lions called `` King of the Jungle '' ?,DESC
What does the donation process entail ?,DESC
How can you get rust stains out of clothing ?,DESC
What did the Congress of Vienna establish ?,ENTY
In what state was there an 11 million gallon oil spill ?,LOC
How high is the city of Denver ?,NUM
Which gender has bigger thighs ?,ENTY
How many frames does a disk camera shoot ?,NUM
How many inches over six feet is Tom Selleck ?,NUM
How many revolutions does a standard LP make in three minutes ?,NUM
How many trees go into paper making in a year ?,NUM
Where did the energy for the Big Bang come from ?,DESC
What was the minimum wage in 1991 ?,NUM
What river flows past the Temple of Karnak ?,LOC
What is the name of the art of growing miniature trees ?,ENTY
What mountain range marks the border of France and Spain ?,LOC
How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?,NUM
How far can a man travel in outer space ?,NUM
What are emblazoned on the Jolly Roger ?,ENTY
What are the conjugations of wake and woke ?,ENTY
What is a fear of water ?,ENTY
Who wrote the Bible ?,HUM
What 's the most popular form of gambling with women in Las Vegas ?,ENTY
What color is Chablis ?,ENTY
Who wrote `` The Scarlet Letter '' ?,HUM
Who leads the star ship Enterprise in Star Trek ?,HUM
What body of water does the Yukon River empty into ?,LOC
Who was Jean Nicolet ?,HUM
What century 's the setting for TV 's The Adventures of Robin Hood ?,NUM
What type of betting is used in horse racing ?,ENTY
What is object-oriented design ?,DESC
How many `` No '' answers was the What 's My Line ? panel allowed ?,NUM
Who is King in Alley Oop 's home of Moo ?,HUM
When did the Dow first reach ?,NUM
How much did Manchester United spend on players in 1993 ?,NUM
"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?",ENTY
What kind of animals were in the Paleozoic era ?,ENTY
How many horses are there on a polo team ?,NUM
How was the Kennedy money made ?,DESC
What is a fear of bees ?,ENTY
"What is the recommended weight of a 15 year-old male that is 5 , 6 ?",NUM
Define Sinn Fein .,DESC
What ocean surrounds the Madeira Islands ?,LOC
What labor leader was last seen in the parking lot of a Michigan restaurant ?,HUM
What part did John Peter Zenger play in the deveopment of the newspaper in America ?,HUM
How many freckles does Howdy Doody have on his face ?,NUM
What is the recipe or formula for Coca-Cola ?,ENTY
What money was used by them ?,ENTY
How do you say 2 in Latin ?,ENTY
Which two products use a tiger as their symbol ?,ENTY
What is a Jellicle Cat ?,DESC
What lake is Sheboygan on ?,LOC
Who was the first jockey to ride two Triple Crown winners ?,HUM
What U.S. state has the lowest highest elevation at 6 feet ?,LOC
Why do airliners crash vs. gliding down ?,DESC
When did Nostradamus believe World War III would begin ?,NUM
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,ENTY
Which of the following TV newsmen was a Rhodes scholar ?,HUM
How do you use an intranet ?,DESC
What is the mission of Nike ?,ENTY
Why are there 12 people on a jury in criminal cases ?,DESC
"What happened on January 15 , 1969 ?",ENTY
What did Mr. Magoo flog on TV for General Electric ?,ENTY
What effect does friction have on perpetual motion ?,DESC
What 's the International Lawn Tennis Challenge Trophy usually called ?,ENTY
What is the world population as of today ?,NUM
What was the first Sam Spade novel ?,ENTY
What famed wall supports the Badaling turret ?,LOC
What color are tennis balls ?,ENTY
Who is the owner of CNN ?,HUM
How much did the minimum wage amount to in 1991 ?,NUM
What are the Valdez Principles ?,DESC
What country and western singer is known as The Silver Fox ?,LOC
Who is the mayor of Marbella ?,HUM
Who wrote The Look of Love after viewing Ursula Andress ?,HUM
What is the difference between love and infatuation ?,DESC
When did the Berlin Wall go up ?,NUM
How do you match a name to a social security number ?,DESC
Name a film in which Jude Law acted .,ENTY
What constellation contains the twins Castor and Pollux ?,LOC
What is meant by blood SED rate ?,DESC
What famous model was married to Billy Joel ?,HUM
What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?,HUM
"What poem contains the line , `` grow old with me the best is yet to be '' .",ENTY
What is an ecological niche ?,DESC
What is the highest mountain in the world ?,LOC
What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,DESC
Who thought he 'd never see a poem lovely as a tree ?,HUM
Who shoplifts ?,HUM
What famed library can you reach by dialing 22-287-5 ?,LOC
What happens to the female body with lack of sleep and food ?,DESC
What is the full classification of a lady bug ?,ENTY
What is a fear of food ?,ENTY
Name the Marvel team loosely based on DC 's Justice League of America ?,HUM
What 's the fifth-largest country in the world ?,LOC
"Who wrote the song , `` Silent Night '' ?",HUM
What Sinatra hit did he dooby dooby do in ?,ENTY
What is the Islamic counterpart to the Red Cross ?,ENTY
Why are haunted houses popular ?,DESC
How do you clean badly tarnished brass ?,DESC
What are the lengths of pearl necklaces ?,NUM
"Where are the apartments in Saint John , New Brunswick ?",LOC
What is a fear of parasites ?,ENTY
Name a technique widely used to detect birth defects ?,ENTY
What does Melissa mean ?,DESC
What African capital is named for a U.S. president ?,LOC
What is the design of the ship Titanic ?,DESC
Who was the only person convicted in the My Lai Massacre ?,HUM
What four-legged creature did a Cornell University study say would make man 's best companion in space ?,ENTY
What director portrayed the commandant of the POW camp in 1953 's Stalag 17 ?,HUM
What fruit does the ficus produce ?,ENTY
Approximately how much does a teaspoon of matter weigh in a black hole ?,NUM
How many web servers are there ?,NUM
What is the most populated city in the world ?,LOC
Where can I find a review of Nightmare on Elm Street in a film journal ?,LOC
What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,ENTY
What are the `` Star Wars '' satellites ?,DESC
What are `` inkhorn terms '' ?,DESC
What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?,HUM
Where can I read about Abraham Lincoln ?,LOC
In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?,ENTY
Who portrayed the title character in the film The Day of the Jackal ?,HUM
Who did Sara Jane Moore try to assassinate ?,HUM
What is the name of the planet that the Ewoks live on ?,LOC
What food of the three bears did Goldilocks eat ?,ENTY
Why are organ transplants more successful today ?,DESC
What is a conifer ?,DESC
How do you ask a total stranger out on a date ?,DESC
What is `` cat scratch fever '' ?,DESC
Which Rockefeller was sometimes called `` JDR3 '' ?,HUM
What is the most expensive car in the world ?,ENTY
What war did the Wanna-Go-Home Riots occur after ?,ENTY
What U.S. vice-president killed Alexander Hamilton in a duel ?,HUM
Ray Charles is best known for playing what instrument ?,ENTY
How wide is the Atlantic Ocean ?,NUM
What is the largest variety of cactus ?,DESC
What was the name of Betty Boop 's dog ?,ENTY
What did Louis Cartier invent for aviator Santos Dumont in 1940 ?,ENTY
What is Bella Abzug 's sartorial trademark ?,ENTY
How many Beanie Baby sites are there ?,NUM
What does an emperor do ?,DESC
Why is the moon different sizes and colors ?,DESC
What do pointed letters mean to a handwriting analyst ?,DESC
"What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?",ENTY
How does a scientific calculator work ?,DESC
What is the difference between New York-style and Chicago-style pizza ?,DESC
What is Butterfield 8 in Butterfield 8 ?,DESC
What season begins with the vernal equinox ?,NUM
When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,NUM
What is Dr. Ruth 's last name ?,HUM
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,LOC
Why did Europeans first come to Australia and Oceania ?,DESC
How many films are made by the major studios in a year ?,NUM
What date did man first land on the moon ?,NUM
How many wings does a flea have ?,NUM
What 's the setting of John Le Carre 's A Small Town in Germany ?,DESC
Where is the Smithsonian Institute located ?,LOC
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,ENTY
What football bowl game 's first queen was Hallie Woods ?,ENTY
What Civil War general wreaked havoc on the south by marching through Georgia on his way to the sea ?,HUM
"Where can I find information about Bob Barr , representative from Georgia ?",LOC
How much do drugs to treat tuberculosis cost ?,NUM
Who was the second man to walk on the moon ?,HUM
What is the oldest ethnological museum in the world ?,LOC
What is a fear of pregnancy ?,ENTY
What caused the Titanic to sink ?,DESC
What color is most often used to symbolize truth ?,ENTY
What 's the maximum number of clubs a golfer may use in a round ?,NUM
What does the technique called `` cold fusion '' produce ?,ENTY
What are the Low Countries ?,DESC
Where is there information on the novel `` El Cid '' ?,LOC
How do you select wine ?,DESC
What state is the Filenes store located in ?,LOC
What seven digits follow the area code in the number for long distance information ?,NUM
What is the recipe for Eggs Benedict ?,ENTY
What is Remembrance Day all about ?,DESC
What are the seven deadly sins ?,DESC
What game does Garry Kasparov play ?,ENTY
What city does Orly Airport serve ?,LOC
"Who lives at 24 Sussex Drive , Ottawa ?",HUM
What is the nickname of the Cleveland Indians ?,ENTY
"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?",ENTY
What foods contain the most protein ?,ENTY
When was the last major eruption of Mount St. Helens ?,NUM
How is it correct to say ` qigong ' ?,DESC
Who was the actor who played Sam in the movie Casablanca ?,HUM
What professional sports league originated the college draft ?,HUM
What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,HUM
What is a person called that likes fire ?,HUM
What is the medical condition of hypertension ?,DESC
What is a language spoken by the Sioux ?,ENTY
What 1920s cowboy star rode Tony the Wonder Horse ?,HUM
Why are there olives in martinis ?,DESC
What two countries in South America are landlocked ?,LOC
What southeast Asian country has the Wang River joining the Ping River at Tak ?,LOC
What is the weight of air ?,NUM
What ill-fated craft was captained by Ernst Lehmann ?,ENTY
Which company claimed to be `` the world 's biggest toy store '' ?,HUM
What British prime minister and U.S. president were seventh cousins once-removed ?,HUM
What river is Windsor Castle on ?,LOC
What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?,ENTY
What video game hero do some of his fans call Chomper ?,HUM
How many different countries export coffee ?,NUM
What colorful sea 's region does Greek legend say the Amazons lived near ?,LOC
"Who wrote the song , `` Stardust '' ?",HUM
Name Alvin 's brothers,HUM
Who played the title role in I Was a Teenage Werewolf ?,HUM
How many people died because of a smoking problem in 1997 ?,NUM
Where can I buy a pony on the Big Island for my daughter ?,LOC
What is a multiplexer ?,DESC
What major Victorian novelist spent as much time working for the post office as he did writing ?,HUM
How do you get a broken cork out of a bottle ?,DESC
What are the ages in comic book lingo ?,ENTY
What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?,HUM
"Who wrote the book , `` The Grinch Who Stole Christmas '' ?",HUM
"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",ENTY
What was the U.S. highway death toll in 1969 ?,NUM
How long would it take to get from Earth to Mars ?,NUM
What famed river was Hernando de Soto the first European to see ?,LOC
Which Kevin Costner movie involves the Sioux Indians ?,ENTY
What government department did The Untouchables work for ?,HUM
How many propellers helped power the plane the Wright brothers flew into history ?,NUM
What task does the Bouvier breed of dog perform ?,HUM
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?,HUM
Who led the Normans to victory in the Battle of Hastings ?,HUM
Which infectious disease kills the most people worldwide ?,ENTY
Mississippi is nicknamed what ?,ENTY
What percent of world 's fresh water is found in Canada ?,NUM
What is the definition of hazmat ?,DESC
What fowl grabs the spotlight after the Chinese Year of the Monkey ?,ENTY
What is the Homelite Inc. home page ?,LOC
What concerts are held in New York this week ?,ENTY
How do windmills work ?,DESC
How did the months of the year get there name ?,DESC
What letter adorns the flag of Rwanda ?,ENTY
What nationality is Pope John Paul II ?,LOC
Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?,HUM
How is the element strontium purified ?,DESC
What is a fear of being cold ?,ENTY
What Southern California town is named after a character made famous by Edgar Rice Burroughs ?,LOC
What U.S. university boasts the largest library ?,HUM
What is the weight of a teaspoon of matter in a black hole ?,NUM
What are all the rivers in Europe ?,LOC
What doctor is synonymous with footwear and foot care ?,HUM
What 's the abbreviation for limited partnership ?,ABBR
"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?",NUM
What color of Monopoly properties are landed on most often ?,ENTY
Where can I buy a good snowboard for less than $200 ?,LOC
What state capital comes last alphabetically ?,LOC
What Italian leader had a lifelong fear of the evil eye ?,HUM
What fastener did Whitcomb Judson patent in 1893 ?,ENTY
What TV detective did Craig Stevens play ?,HUM
What erupts every hour at Yellowstone National Park ?,LOC
"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",DESC
What is Linux ?,DESC
What is the airport code for Los Angeles International ?,NUM
Who killed Gandhi ?,HUM
What debts did Qintex group leave ?,NUM
What does it mean `` Rupee Depreciates '' ?,DESC
Who is the Greek God of the Sea ?,HUM
What is the English translation for the word `` caliente '' ?,ENTY
How many muscles does the average adult use when going for a walk ?,NUM
What is the origin of the candy cane at Christmas ?,DESC
What is Australia Day ?,DESC
How do they find an epicenter ?,DESC
Where is Burma ?,LOC
What is the term for someone who hates mankind ?,ENTY
Who invented `` The Muppets '' ?,HUM
How far can a human eye see ?,NUM
How many inches tall is Stuart Little at birth ?,NUM
What ship did Lloyd M. Bucher command ?,ENTY
What explorers followed Columbus to the Americas ?,HUM
What was Einstein 's IQ ?,NUM
What is the last name of Lucy and Linus from the Peanut 's comic strip ?,HUM
What nutrients are for healthy bones and teeth ?,ENTY
"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?",HUM
What was called the world 's largest department store ?,HUM
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,HUM
What is the acreage of the Chappellet vineyard ?,NUM
Where does the tennis star Stefan Edberg come from ?,LOC
In what year did Joe DiMaggio compile his 56-game hitting streak ?,NUM
"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?",LOC
What are dingoes ?,DESC
How old is singer Freedy Johnston ?,NUM
What was the date of CNN 's first broadcast ?,NUM
What does a chairbound basophobic fear ?,ENTY
What island has a park called The Battery at is southern tip ?,LOC
What is troilism ?,DESC
"Who created the World Wide Web , WWW ?",HUM
What is a good book to read for people who hate to read ?,ENTY
What city is sometimes called Gotham ?,LOC
Who was the first governor of West Virginia ?,HUM
What fossilizes to form coprolite ?,ENTY
What does SHIELD stand for ?,ABBR
On what day were John F and Jackie Kennedy married ?,NUM
What is the name of the deranged super-criminal Otto Octavius uses ?,HUM
What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?,HUM
What is the average hourly rate of American workers ?,NUM
Where did the term fireplug come from ?,DESC
What is the best way to remove wallpaper ?,ENTY
How far away is the moon ?,NUM
What color are school buses ?,ENTY
What costume designer decided that Michael Jackson should only wear one glove ?,HUM
How many people did Randy Steven Craft murder ?,NUM
How many times a day does the typical person go to the bathroom ?,NUM
How many Russians have landed on the moon ?,NUM
What park contains Firehole River and Fairy Falls ?,LOC
What two commanders directed the forces in the Battle of El Alamein ?,HUM
When did the royal wedding of Prince Andrew and Fergie take place ?,NUM
How do you find out what is allowed to claim as a contibution for income tax purposes ?,DESC
When is President Nixon 's birthday ?,NUM
How many questions do you have on your database ?,NUM
How do you clean up a cache ?,DESC
How much waste does an average dairy cow produce in a day ?,NUM
What is idealab ! ?,DESC
What are new computer games for Windows 95 or 98 ?,ENTY
What are the chances of pregnacy if the penis does not penetrate the vagina ?,NUM
What is the origin of the expression `` tout de suite '' ?,DESC
How many feet long is a baseball pitcher 's rubber ?,NUM
What is the federal minimum wage ?,NUM
Who was the lawyer who represented Randy Steven Craft ?,HUM
Who made a boat out of gopher wood ?,HUM
What constellation represents a hunter with club and shield ?,LOC
Who was the first black woman to star in the Folies Bergeres ?,HUM
Where can I buy movies on videotape online ?,LOC
What net game sees its women 's world amateur champions receive the Uber Cup ?,ENTY
What does NASA stand for ?,ABBR
What did The Gas House Gang play ?,ENTY
What year did Charles Dicken die ?,NUM
"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",HUM
Who shot Billy the Kid ?,HUM
What sea did the Romans call mare nostrum ?,LOC
What detective lives on Punchbowl Hill and has 11 children ?,HUM
Boxing Day is celebrated on what date ?,NUM
When is the site www.questions.com going to open ?,NUM
What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?,ENTY
"What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .",LOC
What kind of creatures are the Canary Islands named for ?,ENTY
Where can I find a case on Americans with Disabilities Act of 199 ?,LOC
How often are brain cells replaced ?,NUM
In what nation is Edessa located nowadays ?,LOC
What effect does LSD have on the brain ?,DESC
What happens when lightning strikes a body of water ?,DESC
"What is the per-capita income of Colombia , South America , ?",NUM
What city hosted the first Winter Olympics in Asia ?,LOC
Which two states enclose Chesapeake Bay ?,LOC
Define the Pheonix Club ?,DESC
What fuel do airplanes use ?,ENTY
What shape-shifting menace did Rom come to Earth to fight ?,ENTY
How is Answers.com different from KnowPost.com ?,DESC
What Polynesian people inhabit New Zealand ?,HUM
Which of the following celebrities started his show-biz career as a disc jockey ?,HUM
"What is the most important nation in the world , historically ?",LOC
What star-faring race brought about the Inhumans on Marvel 's Earth ?,ENTY
Who wrote ` Hamlet ' ?,HUM
What is the definition of ` graphic details ' ?,DESC
What was the alternate to VHS ?,ENTY
What are names of two old men who appear in the serial tv Muppets Show ?,HUM
What is the name of the planet that the Ewoks live on ?,LOC
What is a fear of insanity ?,ENTY
What is the difference between terry cloth and French terry ?,DESC
What are chloroplasts ?,DESC
What is DSL ?,ABBR
What American poet wrote : `` Good fences make good neighbors '' ?,HUM
What is the origin of the surname of Braun ?,DESC
Why are eggs supposed to be stored small end down ?,DESC
What is the executor in a will ?,DESC
What is the full name of the PLO ?,ABBR
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?,NUM
What is the habitat of the chickadee ?,LOC
Who do Herb and Tootsie live next door to ?,HUM
What are the four railways in Monopoly ?,HUM
"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?",LOC
Who invented the road traffic cone ?,HUM
How much money did the Marcos steal from their country ?,NUM
What measures did Clinton take to avoid the draft ?,ENTY
What is the most useful site on the Internet ?,LOC
What is narcolepsy ?,DESC
What video format was an alternative to VHS ?,ENTY
How do you address a Chinese person ?,DESC
What is the temperature for baking Peachy Oat Muffins ?,NUM
How does the speed the magnet spins in a generator affect the output of the generator ?,DESC
Who was America 's first Public Enemy No. 1 ?,HUM
How can you become an FBI agent ?,DESC
Where is the official `` zero '' of the sea level ?,LOC
How many people live in Tokyo ?,NUM
Who gave King Arthur the round table ?,HUM
"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?",HUM
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,ENTY
What is the first day of the week ?,NUM
What bordering country is due north of Costa Rica ?,LOC
What is Archimedes famous for ?,DESC
What 19th-century painter died in the Marquesas Islands ?,HUM
"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",HUM
"What will a kid eat the middle of , and save the chocolate on the outside for last ?",ENTY
Name of the powerful white trader in Conrad 's `` Heart of Darkness '' ?,HUM
Who is Count Cinzano ?,HUM
What novel has Big Brother watching ?,ENTY
What future Soviet dictator was training to be a priest when he got turned on to Marxism ?,HUM
What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?,HUM
How can I easily remove red wine stains from t-shirts ?,DESC
How do telephones work ?,DESC
What was the first town to be chartered in Vermont ?,LOC
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,HUM
"On average , how long time does it take to type a screenplay ?",NUM
What song put James Taylor in the limelight ?,ENTY
Who designed London Bridge ?,HUM
Name the person who burst through the screen in the Lite beer commercials .,HUM
Who killed Lee Harvey Oswald ?,HUM
What arch can you see from the Place de la Concorde ?,LOC
What do the red-and-white stripes on a barbershop pole stand for ?,DESC
"What is the latitude and longitude of El Paso , Texas ?",NUM
When are the Oscars Academy Awards in 1999 ?,NUM
What is the softest part of the body ?,ENTY
What state was Herbert Hoover born in ?,LOC
What are the major companies that are part of Dow Jones ?,HUM
What is the state nickname of Mississippi ?,LOC
What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?,ENTY
The major league baseball team in Pittsburgh is called what ?,HUM
What is the best college in the country ?,HUM
"What common plant has a button , cap , cup , gills , and ring ?",ENTY
What U.S. state borders Illinois to the north ?,LOC
Where is the Isle of Man ?,LOC
What 's the tallest building in New York City ?,LOC
What is the seafaring name for the southern tip of South America ?,LOC
In what area of the world was the Six Day War fought ?,LOC
How did ` stat ' come to be used as an expression for quickly ?,DESC
What is the capital of Italy ?,LOC
Who created Harry Lime ?,HUM
What do opposite faces of a die always add up to ?,ENTY
What 's the Fahrenheit equivalent of zero degrees centigrade ?,NUM
What are the different types of plastic ?,ENTY
What was Mao 's second name ?,HUM
Who invented the Wonderbra ?,HUM
Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,HUM
When was Babe Ruth born ?,NUM
How many islands does Fiji have ?,NUM
How do you say `` fresh '' in Spanish ?,ENTY
Who penned : `` Neither a borrower nor a lender be '' ?,HUM
What is swap math ?,DESC
Who were the Yankee 's frequent enemies ?,HUM
"What woman has carried the most multiple births , twins , triplets , etc. , ?",HUM
Why does a candle go out when we blow on it ?,DESC
What is the correct way to mount a roll of toilet paper ?,ENTY
"What dropped 1 , 313 feet in 1980 ?",ENTY
What 's the term for an organism that lives on or in another ?,ENTY
What are the short- and long-term effects of underage drinking ?,DESC
What is a fear of glass ?,ENTY
"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",HUM
How many Jews were executed in concentration camps during WWII ?,NUM
What are the best ways to improve employee morale at low cost ?,ENTY
What is the economic impact of unemployment on the economy ?,DESC
What do bee hives do in cranberry bogs ?,DESC
How many cities are there in Utah ?,NUM
Who played the title role in My Favorite Martian ?,HUM
What Russian city used to be called St. Petersburg and Petrograd ?,LOC
Where can I get piano music for the Jamiroquai song Everyday for the midi ?,LOC
How old is Benny Carter ?,NUM
What is the Home Rule Act ?,DESC
Where on the Internet can I find information on laundry detergent ?,LOC
What horse did Zorro ride ?,ENTY
Where can I find a list of `` classic '' books 5th and 6th graders should read ?,LOC
What web sites are linked to the Report on Genesis Eldercare ?,LOC
What country 's people are the top television watchers ?,LOC
What U.S. President showed a fondness for munching on bee pollen bars ?,HUM
What is the difference between khaki and chino ?,DESC
Independent silversmith 's account for what percentage of silver production ?,NUM
What did Shostakovich write for Rostropovich ?,ENTY
Who invented the game bowling ?,HUM
How is plastic made ?,DESC
What president also became a supreme court justice ?,HUM
How many years old is Benny Carter ?,NUM
